,timestamp,logNumber,Statistic.recvSeq1,Statistic.recvNum1,Statistic.compute1num1,Statistic.compute2num1,Statistic.dist1,UAV3x,UAV3y,UAV3z,distance_3_to_1,Statistic.recvSeq3,Statistic.recvNum3,Statistic.compute1num3,Statistic.compute2num3,Statistic.dist3,UAV0x,UAV0y,UAV0z
1015,68084,0,,,,,,-0.012305453,1.2274289,0.452878,1.3083698415698317,749.0,655.0,650.0,0.0,209.0,0.44530708,-0.8926575,0.43972468
1016,77407,1,657.0,656.0,650.0,0.0,211.0,-0.014357092,1.2266513,0.4545442,1.308239267960885,,,,,,0.44373646,-0.90168107,0.4393816
1017,68184,0,,,,,,-0.015025033,1.2255071,0.45561397,1.3075464016767715,750.0,656.0,651.0,0.0,213.0,0.44339716,-0.9070954,0.4407108
1018,77507,1,658.0,657.0,651.0,0.0,214.0,-0.016767118,1.2246078,0.45559153,1.3067169180184919,,,,,,0.44188768,-0.9130536,0.43883315
1019,68284,0,,,,,,-0.017263135,1.2244527,0.45716643,1.3071280202718818,751.0,657.0,652.0,0.0,214.0,0.44101018,-0.92084724,0.43905732
1020,77607,1,659.0,658.0,652.0,0.0,214.0,-0.019512353,1.225047,0.45721844,1.3077345165157737,,,,,,0.43978822,-0.93072945,0.4382071
1021,68384,0,,,,,,-0.019247329,1.2244983,0.45733523,1.3072574320425219,752.0,658.0,653.0,0.0,214.0,0.4394102,-0.9350022,0.4382984
1022,77707,1,660.0,659.0,653.0,0.0,216.0,-0.019392388,1.2244321,0.4578417,1.3073748795677818,,,,,,0.43863836,-0.94471705,0.43844664
1023,68484,0,,,,,,-0.019029526,1.2245873,0.4579559,1.3075549065979064,753.0,659.0,654.0,0.0,216.0,0.43849802,-0.9499302,0.43895265
1024,77807,1,661.0,660.0,654.0,0.0,217.0,-0.01890321,1.2268453,0.45743692,1.3094866052394782,,,,,,0.43823296,-0.95596737,0.43909436
1025,68584,0,,,,,,-0.018186009,1.2269254,0.45674327,1.309309366362161,754.0,660.0,655.0,0.0,218.0,0.43806967,-0.9593554,0.43923196
1026,77907,1,662.0,661.0,655.0,0.0,220.0,-0.017556554,1.2285063,0.45635292,1.310646410840786,,,,,,0.4380904,-0.96471,0.4406387
1027,68684,0,,,,,,-0.01723566,1.2292207,0.45608652,1.3112191371454855,755.0,661.0,656.0,0.0,220.0,0.4378047,-0.9646584,0.4408489
1028,78007,1,663.0,662.0,656.0,0.0,219.0,-0.01588665,1.2304621,0.45578513,1.312261171602092,,,,,,0.43764338,-0.96218836,0.44147286
1029,68784,0,,,,,,-0.014986388,1.2311417,0.45570767,1.312860968932595,756.0,662.0,657.0,0.0,219.0,0.43746442,-0.9564799,0.44218358
