,timestamp,logNumber,Statistic.recvSeq2,Statistic.recvNum2,Statistic.computenum2,Statistic.recvSeq13,Statistic.recvNum13,Statistic.computenum13
1809,35897,log0,0,0,0,1192,1109,157
1810,38381,log1,667,666,158,0,0,0
1811,35927,log0,0,0,0,1193,1110,157
1812,38411,log1,668,667,158,0,0,0
1813,35957,log0,0,0,0,1194,1111,157
1814,38441,log1,668,667,158,0,0,0
1815,35987,log0,0,0,0,1195,1112,157
1816,38471,log1,669,668,158,0,0,0
1817,36017,log0,0,0,0,1196,1113,157
1818,38501,log1,669,668,158,0,0,0
1819,36047,log0,0,0,0,1197,1114,158
1820,38531,log1,670,669,158,0,0,0
1821,36077,log0,0,0,0,1198,1115,158
1822,38561,log1,671,670,159,0,0,0
1823,36107,log0,0,0,0,1199,1116,158
1824,38591,log1,671,670,159,0,0,0
1825,36137,log0,0,0,0,1200,1117,158
1826,36167,log0,0,0,0,1201,1118,158
1827,38621,log1,672,671,159,0,0,0
1828,38651,log1,672,671,159,0,0,0
1829,36197,log0,0,0,0,1202,1119,158
1830,38681,log1,673,672,159,0,0,0
1831,36227,log0,0,0,0,1203,1120,158
1832,38711,log1,674,673,159,0,0,0
1833,36257,log0,0,0,0,1204,1121,159
1834,38741,log1,674,673,159,0,0,0
1835,36287,log0,0,0,0,1205,1122,159
1836,38771,log1,675,674,160,0,0,0
1837,36317,log0,0,0,0,1206,1123,159
1838,38801,log1,675,674,160,0,0,0
1839,36347,log0,0,0,0,1207,1124,159
1840,38831,log1,676,675,160,0,0,0
1841,36377,log0,0,0,0,1208,1125,159
1842,38861,log1,677,676,160,0,0,0
1843,36407,log0,0,0,0,1209,1126,159
1844,38891,log1,677,676,160,0,0,0
1845,36437,log0,0,0,0,1210,1127,159
1846,38921,log1,678,677,160,0,0,0
1847,36467,log0,0,0,0,1211,1128,160
1848,38951,log1,678,677,160,0,0,0
1849,36497,log0,0,0,0,1212,1129,160
1850,38981,log1,679,678,161,0,0,0
1851,36527,log0,0,0,0,1213,1130,160
1852,39011,log1,680,679,161,0,0,0
1853,36557,log0,0,0,0,1214,1131,160
1854,39041,log1,680,679,161,0,0,0
1855,36587,log0,0,0,0,1215,1132,160
1856,39071,log1,681,680,161,0,0,0
1857,36617,log0,0,0,0,1216,1133,160
1858,39101,log1,681,680,161,0,0,0
1859,36647,log0,0,0,0,1217,1134,160
1860,39131,log1,682,681,161,0,0,0
1861,36677,log0,0,0,0,1218,1135,161
1862,39161,log1,683,682,162,0,0,0
1863,36707,log0,0,0,0,1219,1136,161
1864,39191,log1,683,682,162,0,0,0
1865,36737,log0,0,0,0,1220,1137,161
1866,39221,log1,684,683,162,0,0,0
1867,36767,log0,0,0,0,1221,1138,161
1868,36797,log0,0,0,0,1222,1139,161
1869,39251,log1,684,683,162,0,0,0
1870,39281,log1,685,684,162,0,0,0
1871,36827,log0,0,0,0,1223,1140,161
1872,39311,log1,686,685,162,0,0,0
1873,36857,log0,0,0,0,1224,1141,161
1874,39341,log1,686,685,162,0,0,0
1875,36887,log0,0,0,0,1225,1142,162
1876,39371,log1,687,686,163,0,0,0
1877,36917,log0,0,0,0,1226,1143,162
1878,39401,log1,687,686,163,0,0,0
1879,36947,log0,0,0,0,1227,1144,162
1880,39431,log1,688,687,163,0,0,0
1881,36977,log0,0,0,0,1228,1145,162
1882,39461,log1,689,688,163,0,0,0
1883,37007,log0,0,0,0,1229,1146,162
1884,39491,log1,689,688,163,0,0,0
1885,37037,log0,0,0,0,1230,1147,162
1886,39521,log1,690,689,163,0,0,0
1887,37067,log0,0,0,0,1231,1148,162
1888,39551,log1,690,689,163,0,0,0
1889,37097,log0,0,0,0,1232,1149,163
1890,39581,log1,691,690,164,0,0,0
1891,37127,log0,0,0,0,1233,1150,163
1892,39611,log1,692,691,164,0,0,0
1893,37157,log0,0,0,0,1234,1151,163
1894,39641,log1,692,691,164,0,0,0
1895,37187,log0,0,0,0,1235,1152,163
1896,39671,log1,693,692,164,0,0,0
1897,37217,log0,0,0,0,1236,1153,163
1898,39701,log1,693,692,164,0,0,0
1899,37247,log0,0,0,0,1237,1154,163
1900,39731,log1,694,693,164,0,0,0
1901,37277,log0,0,0,0,1238,1155,163
1902,39761,log1,695,694,164,0,0,0
1903,37307,log0,0,0,0,1239,1156,164
1904,39791,log1,695,694,164,0,0,0
1905,37337,log0,0,0,0,1240,1157,164
1906,39821,log1,696,695,164,0,0,0
1907,37367,log0,0,0,0,1241,1158,164
1908,39851,log1,696,695,164,0,0,0
1909,37397,log0,0,0,0,1242,1159,164
1910,39881,log1,697,696,164,0,0,0
1911,37427,log0,0,0,0,1243,1160,164
1912,39911,log1,698,697,164,0,0,0
1913,37457,log0,0,0,0,1244,1161,164
1914,39941,log1,698,697,164,0,0,0
1915,37487,log0,0,0,0,1245,1162,164
1916,39971,log1,699,698,165,0,0,0
1917,37517,log0,0,0,0,1246,1163,165
1918,40001,log1,699,698,165,0,0,0
1919,37547,log0,0,0,0,1247,1164,165
1920,40031,log1,700,699,165,0,0,0
1921,37577,log0,0,0,0,1248,1165,165
1922,40061,log1,701,700,165,0,0,0
1923,37607,log0,0,0,0,1249,1166,165
1924,37637,log0,0,0,0,1250,1167,165
1925,40091,log1,701,700,165,0,0,0
1926,40121,log1,702,701,165,0,0,0
1927,37667,log0,0,0,0,1251,1168,165
1928,40151,log1,702,701,165,0,0,0
1929,37697,log0,0,0,0,1252,1169,165
1930,40181,log1,703,702,166,0,0,0
1931,37727,log0,0,0,0,1253,1170,166
1932,40211,log1,704,703,166,0,0,0
1933,37757,log0,0,0,0,1254,1171,166
1934,40241,log1,704,703,166,0,0,0
1935,37787,log0,0,0,0,1255,1172,166
1936,40271,log1,705,704,166,0,0,0
1937,37817,log0,0,0,0,1256,1173,166
1938,40301,log1,705,704,166,0,0,0
1939,37847,log0,0,0,0,1257,1174,166
1940,40331,log1,706,705,166,0,0,0
1941,37877,log0,0,0,0,1258,1175,166
1942,40361,log1,707,706,167,0,0,0
1943,37907,log0,0,0,0,1259,1176,166
1944,40391,log1,707,706,167,0,0,0
1945,37937,log0,0,0,0,1260,1177,167
1946,40421,log1,708,707,167,0,0,0
1947,37967,log0,0,0,0,1261,1178,167
1948,40451,log1,708,707,167,0,0,0
1949,37997,log0,0,0,0,1262,1179,167
1950,40481,log1,709,708,167,0,0,0
1951,38027,log0,0,0,0,1263,1180,167
1952,40511,log1,710,709,167,0,0,0
1953,38057,log0,0,0,0,1264,1181,167
1954,40541,log1,710,709,167,0,0,0
1955,38087,log0,0,0,0,1265,1182,167
1956,40571,log1,711,710,168,0,0,0
1957,38117,log0,0,0,0,1266,1183,167
1958,40601,log1,711,710,168,0,0,0
1959,38147,log0,0,0,0,1267,1184,168
1960,40631,log1,712,711,168,0,0,0
1961,38177,log0,0,0,0,1268,1185,168
1962,40661,log1,713,712,168,0,0,0
1963,38207,log0,0,0,0,1269,1186,168
1964,40691,log1,713,712,168,0,0,0
1965,38237,log0,0,0,0,1270,1187,168
1966,40721,log1,714,713,168,0,0,0
1967,38267,log0,0,0,0,1271,1188,168
1968,40751,log1,714,713,168,0,0,0
1969,38297,log0,0,0,0,1272,1189,168
1970,40781,log1,715,714,169,0,0,0
1971,38327,log0,0,0,0,1273,1190,168
1972,40811,log1,716,715,169,0,0,0
1973,38357,log0,0,0,0,1274,1191,169
1974,40841,log1,716,715,169,0,0,0
1975,38387,log0,0,0,0,1275,1192,169
1976,40871,log1,717,716,169,0,0,0
1977,38417,log0,0,0,0,1276,1193,169
1978,40901,log1,717,716,169,0,0,0
1979,38447,log0,0,0,0,1277,1194,169
1980,40931,log1,718,717,169,0,0,0
1981,38477,log0,0,0,0,1278,1195,169
1982,40961,log1,719,718,170,0,0,0
1983,38507,log0,0,0,0,1279,1196,169
1984,40991,log1,719,718,170,0,0,0
1985,38537,log0,0,0,0,1280,1197,169
1986,41021,log1,720,719,170,0,0,0
1987,38567,log0,0,0,0,1281,1198,170
1988,41051,log1,720,719,170,0,0,0
1989,38597,log0,0,0,0,1282,1199,170
1990,41081,log1,721,720,170,0,0,0
1991,38627,log0,0,0,0,1283,1200,170
1992,41111,log1,722,721,170,0,0,0
1993,38657,log0,0,0,0,1284,1201,170
1994,41141,log1,722,721,170,0,0,0
1995,38687,log0,0,0,0,1285,1202,170
1996,41171,log1,723,722,171,0,0,0
1997,38717,log0,0,0,0,1286,1203,170
1998,41201,log1,723,722,171,0,0,0
1999,38747,log0,0,0,0,1287,1204,170
2000,41231,log1,724,723,171,0,0,0
2001,38777,log0,0,0,0,1288,1205,171
2002,41261,log1,725,724,171,0,0,0
2003,38807,log0,0,0,0,1289,1206,171
2004,41291,log1,725,724,171,0,0,0
2005,38837,log0,0,0,0,1290,1207,171
2006,41321,log1,726,725,171,0,0,0
2007,38867,log0,0,0,0,1291,1208,171
2008,41351,log1,726,725,171,0,0,0
2009,38897,log0,0,0,0,1292,1209,171
2010,41381,log1,727,726,172,0,0,0
2011,38927,log0,0,0,0,1293,1210,171
2012,41411,log1,728,727,172,0,0,0
2013,38957,log0,0,0,0,1294,1211,171
2014,41441,log1,728,727,172,0,0,0
2015,38987,log0,0,0,0,1295,1212,172
2016,41471,log1,729,728,172,0,0,0
2017,39017,log0,0,0,0,1296,1213,172
2018,41501,log1,729,728,172,0,0,0
2019,39047,log0,0,0,0,1297,1214,172
2020,41531,log1,730,729,172,0,0,0
2021,39077,log0,0,0,0,1298,1215,172
2022,41561,log1,731,730,173,0,0,0
2023,39107,log0,0,0,0,1299,1216,172
2024,41591,log1,731,730,173,0,0,0
2025,39137,log0,0,0,0,1300,1217,172
2026,41621,log1,732,731,173,0,0,0
2027,39167,log0,0,0,0,1301,1218,172
2028,41651,log1,732,731,173,0,0,0
2029,39197,log0,0,0,0,1302,1219,173
2030,41681,log1,733,732,173,0,0,0
2031,39227,log0,0,0,0,1303,1220,173
2032,41711,log1,734,733,173,0,0,0
2033,39257,log0,0,0,0,1304,1221,173
2034,41741,log1,734,733,173,0,0,0
2035,39287,log0,0,0,0,1305,1222,173
2036,41771,log1,735,734,174,0,0,0
2037,39317,log0,0,0,0,1306,1223,173
2038,41801,log1,735,734,174,0,0,0
2039,39347,log0,0,0,0,1307,1224,173
2040,41831,log1,736,735,174,0,0,0
2041,39377,log0,0,0,0,1308,1225,173
2042,41861,log1,737,736,174,0,0,0
2043,39407,log0,0,0,0,1309,1226,174
2044,41891,log1,737,736,174,0,0,0
2045,39437,log0,0,0,0,1310,1227,174
2046,41921,log1,738,737,174,0,0,0
2047,39467,log0,0,0,0,1311,1228,174
2048,41951,log1,738,737,174,0,0,0
2049,39497,log0,0,0,0,1312,1229,174
2050,41981,log1,739,738,175,0,0,0
2051,39527,log0,0,0,0,1313,1230,174
2052,42011,log1,740,739,175,0,0,0
2053,39557,log0,0,0,0,1314,1231,174
2054,42041,log1,740,739,175,0,0,0
2055,39587,log0,0,0,0,1315,1232,174
2056,42071,log1,741,740,175,0,0,0
2057,39617,log0,0,0,0,1316,1233,175
2058,42101,log1,741,740,175,0,0,0
2059,39647,log0,0,0,0,1317,1234,175
2060,42131,log1,742,741,175,0,0,0
2061,39677,log0,0,0,0,1318,1235,175
2062,42161,log1,743,742,176,0,0,0
2063,39707,log0,0,0,0,1319,1236,175
2064,42191,log1,743,742,176,0,0,0
2065,39737,log0,0,0,0,1320,1237,175
2066,42221,log1,744,743,176,0,0,0
2067,39767,log0,0,0,0,1321,1238,175
2068,42251,log1,744,743,176,0,0,0
2069,39797,log0,0,0,0,1322,1239,175
2070,42281,log1,745,744,176,0,0,0
2071,39827,log0,0,0,0,1323,1240,176
2072,42311,log1,746,745,176,0,0,0
2073,39857,log0,0,0,0,1324,1241,176
2074,42341,log1,746,745,176,0,0,0
2075,39887,log0,0,0,0,1325,1242,176
2076,42371,log1,747,746,177,0,0,0
2077,39917,log0,0,0,0,1326,1243,176
2078,42401,log1,747,746,177,0,0,0
2079,39947,log0,0,0,0,1327,1244,176
2080,39977,log0,0,0,0,1328,1245,176
2081,42431,log1,748,747,177,0,0,0
2082,42461,log1,749,748,177,0,0,0
2083,40007,log0,0,0,0,1329,1246,176
2084,42491,log1,749,748,177,0,0,0
2085,40037,log0,0,0,0,1330,1247,177
2086,42521,log1,750,749,177,0,0,0
2087,40067,log0,0,0,0,1331,1248,177
2088,42551,log1,750,749,177,0,0,0
2089,40097,log0,0,0,0,1332,1249,177
2090,42581,log1,751,750,178,0,0,0
2091,40127,log0,0,0,0,1333,1250,177
2092,42611,log1,752,751,178,0,0,0
2093,40157,log0,0,0,0,1334,1251,177
2094,42641,log1,752,751,178,0,0,0
2095,40187,log0,0,0,0,1335,1252,177
2096,42671,log1,753,752,178,0,0,0
2097,40217,log0,0,0,0,1336,1253,177
2098,42701,log1,753,752,178,0,0,0
2099,40247,log0,0,0,0,1337,1254,178
2100,42731,log1,754,753,178,0,0,0
2101,40277,log0,0,0,0,1338,1255,178
2102,42761,log1,755,754,179,0,0,0
2103,40307,log0,0,0,0,1339,1256,178
2104,42791,log1,755,754,179,0,0,0
2105,40337,log0,0,0,0,1340,1257,178
2106,42821,log1,756,755,179,0,0,0
2107,40367,log0,0,0,0,1341,1258,178
2108,42851,log1,756,755,179,0,0,0
2109,40397,log0,0,0,0,1342,1259,178
2110,40427,log0,0,0,0,1343,1260,178
2111,42881,log1,757,756,179,0,0,0
2112,42911,log1,758,757,179,0,0,0
2113,40457,log0,0,0,0,1344,1261,179
2114,42941,log1,758,757,179,0,0,0
2115,40487,log0,0,0,0,1345,1262,179
2116,42971,log1,759,758,180,0,0,0
2117,40517,log0,0,0,0,1346,1263,179
2118,43001,log1,759,758,180,0,0,0
2119,40547,log0,0,0,0,1347,1264,179
2120,43031,log1,760,759,180,0,0,0
2121,40577,log0,0,0,0,1348,1265,179
2122,43061,log1,761,760,180,0,0,0
2123,40607,log0,0,0,0,1349,1266,179
2124,43091,log1,761,760,180,0,0,0
2125,40637,log0,0,0,0,1350,1267,179
2126,43121,log1,762,761,180,0,0,0
2127,40667,log0,0,0,0,1351,1268,180
2128,43151,log1,762,761,180,0,0,0
2129,40697,log0,0,0,0,1352,1269,180
2130,43181,log1,763,762,181,0,0,0
2131,40727,log0,0,0,0,1353,1270,180
2132,43211,log1,764,763,181,0,0,0
2133,40757,log0,0,0,0,1354,1271,180
2134,43241,log1,764,763,181,0,0,0
2135,40787,log0,0,0,0,1355,1272,180
2136,43271,log1,765,764,181,0,0,0
2137,40817,log0,0,0,0,1356,1273,180
2138,43301,log1,765,764,181,0,0,0
2139,40847,log0,0,0,0,1357,1274,180
2140,43331,log1,766,765,181,0,0,0
2141,40877,log0,0,0,0,1358,1275,181
2142,43361,log1,767,766,182,0,0,0
2143,40907,log0,0,0,0,1359,1276,181
2144,43391,log1,767,766,182,0,0,0
2145,40937,log0,0,0,0,1360,1277,181
2146,43421,log1,768,767,182,0,0,0
2147,40967,log0,0,0,0,1361,1278,181
2148,43451,log1,768,767,182,0,0,0
2149,40997,log0,0,0,0,1362,1279,181
2150,43481,log1,769,768,182,0,0,0
2151,41027,log0,0,0,0,1363,1280,181
2152,43511,log1,770,769,182,0,0,0
2153,41057,log0,0,0,0,1364,1281,181
2154,43541,log1,770,769,182,0,0,0
2155,41087,log0,0,0,0,1365,1282,182
2156,43571,log1,771,770,183,0,0,0
2157,41117,log0,0,0,0,1366,1283,182
2158,43601,log1,771,770,183,0,0,0
2159,41147,log0,0,0,0,1367,1284,182
2160,43631,log1,772,771,183,0,0,0
2161,41177,log0,0,0,0,1368,1285,182
2162,43661,log1,773,772,183,0,0,0
2163,41207,log0,0,0,0,1369,1286,182
2164,43691,log1,773,772,183,0,0,0
2165,41237,log0,0,0,0,1370,1287,182
2166,43721,log1,774,773,183,0,0,0
2167,41267,log0,0,0,0,1371,1288,182
2168,43751,log1,774,773,183,0,0,0
2169,41297,log0,0,0,0,1372,1289,183
2170,43781,log1,775,774,184,0,0,0
2171,41327,log0,0,0,0,1373,1290,183
2172,43811,log1,776,775,184,0,0,0
2173,41357,log0,0,0,0,1374,1291,183
2174,43841,log1,776,775,184,0,0,0
2175,41387,log0,0,0,0,1375,1292,183
2176,43871,log1,777,776,184,0,0,0
2177,41417,log0,0,0,0,1376,1293,183
2178,41447,log0,0,0,0,1377,1294,183
2179,43901,log1,777,776,184,0,0,0
2180,43931,log1,778,777,184,0,0,0
2181,41477,log0,0,0,0,1378,1295,183
2182,43961,log1,779,778,184,0,0,0
2183,41507,log0,0,0,0,1379,1296,184
2184,43991,log1,779,778,184,0,0,0
2185,41537,log0,0,0,0,1380,1297,184
2186,44021,log1,780,779,184,0,0,0
2187,41567,log0,0,0,0,1381,1298,184
2188,44051,log1,780,779,184,0,0,0
2189,41597,log0,0,0,0,1382,1299,184
2190,44081,log1,781,780,184,0,0,0
2191,41627,log0,0,0,0,1383,1300,184
2192,41657,log0,0,0,0,1384,1301,184
2193,44111,log1,782,781,184,0,0,0
2194,44141,log1,782,781,184,0,0,0
2195,41687,log0,0,0,0,1385,1302,184
2196,44171,log1,783,782,185,0,0,0
2197,41717,log0,0,0,0,1386,1303,185
2198,44201,log1,783,782,185,0,0,0
2199,41747,log0,0,0,0,1387,1304,185
2200,44231,log1,784,783,185,0,0,0
2201,41777,log0,0,0,0,1388,1305,185
2202,44261,log1,785,784,185,0,0,0
2203,41807,log0,0,0,0,1389,1306,185
2204,44291,log1,785,784,185,0,0,0
2205,41837,log0,0,0,0,1390,1307,185
2206,44321,log1,786,785,185,0,0,0
2207,41867,log0,0,0,0,1391,1308,185
2208,44351,log1,786,785,185,0,0,0
2209,41897,log0,0,0,0,1392,1309,185
2210,44381,log1,787,786,186,0,0,0
2211,41927,log0,0,0,0,1393,1310,186
2212,44411,log1,788,787,186,0,0,0
2213,41957,log0,0,0,0,1394,1311,186
2214,44441,log1,788,787,186,0,0,0
2215,41987,log0,0,0,0,1395,1312,186
2216,44471,log1,789,788,186,0,0,0
2217,42017,log0,0,0,0,1396,1313,186
2218,44501,log1,789,788,186,0,0,0
2219,42047,log0,0,0,0,1397,1314,186
2220,44531,log1,790,789,186,0,0,0
2221,42077,log0,0,0,0,1398,1315,186
2222,44561,log1,791,790,187,0,0,0
2223,42107,log0,0,0,0,1399,1316,186
2224,44591,log1,791,790,187,0,0,0
2225,42137,log0,0,0,0,1400,1317,187
2226,44621,log1,792,791,187,0,0,0
2227,42167,log0,0,0,0,1401,1318,187
2228,44651,log1,792,791,187,0,0,0
2229,42197,log0,0,0,0,1402,1319,187
2230,44681,log1,793,792,187,0,0,0
2231,42227,log0,0,0,0,1403,1320,187
2232,44711,log1,794,793,187,0,0,0
2233,42257,log0,0,0,0,1404,1321,187
2234,44741,log1,794,793,187,0,0,0
2235,42287,log0,0,0,0,1405,1322,187
2236,44771,log1,795,794,188,0,0,0
2237,42317,log0,0,0,0,1406,1323,187
2238,44801,log1,795,794,188,0,0,0
2239,42347,log0,0,0,0,1407,1324,188
2240,44831,log1,796,795,188,0,0,0
2241,42377,log0,0,0,0,1408,1325,188
2242,44861,log1,797,796,188,0,0,0
2243,42407,log0,0,0,0,1409,1326,188
2244,44891,log1,797,796,188,0,0,0
2245,42437,log0,0,0,0,1410,1327,188
2246,44921,log1,798,797,188,0,0,0
2247,42467,log0,0,0,0,1411,1328,188
2248,44951,log1,798,797,188,0,0,0
2249,42497,log0,0,0,0,1412,1329,188
2250,44981,log1,799,798,189,0,0,0
2251,42527,log0,0,0,0,1413,1330,188
2252,45011,log1,800,799,189,0,0,0
2253,42557,log0,0,0,0,1414,1331,189
2254,45041,log1,800,799,189,0,0,0
2255,42587,log0,0,0,0,1415,1332,189
2256,45071,log1,801,800,189,0,0,0
2257,42617,log0,0,0,0,1416,1333,189
2258,45101,log1,801,800,189,0,0,0
2259,42647,log0,0,0,0,1417,1334,189
2260,45131,log1,802,801,189,0,0,0
2261,42677,log0,0,0,0,1418,1335,189
2262,45161,log1,803,802,190,0,0,0
2263,42707,log0,0,0,0,1419,1336,189
2264,45191,log1,803,802,190,0,0,0
2265,42737,log0,0,0,0,1420,1337,189
2266,45221,log1,804,803,190,0,0,0
2267,42767,log0,0,0,0,1421,1338,190
2268,45251,log1,804,803,190,0,0,0
2269,42797,log0,0,0,0,1422,1339,190
2270,45281,log1,805,804,190,0,0,0
2271,42827,log0,0,0,0,1423,1340,190
2272,45311,log1,806,805,190,0,0,0
2273,42857,log0,0,0,0,1424,1341,190
2274,45341,log1,806,805,190,0,0,0
2275,42887,log0,0,0,0,1425,1342,190
2276,45371,log1,807,806,191,0,0,0
2277,42917,log0,0,0,0,1426,1343,190
2278,45401,log1,807,806,191,0,0,0
2279,42947,log0,0,0,0,1427,1344,190
2280,45431,log1,808,807,191,0,0,0
2281,42977,log0,0,0,0,1428,1345,191
2282,45461,log1,809,808,191,0,0,0
2283,43007,log0,0,0,0,1429,1346,191
2284,45491,log1,809,808,191,0,0,0
2285,43037,log0,0,0,0,1430,1347,191
2286,45521,log1,810,809,191,0,0,0
2287,43067,log0,0,0,0,1431,1348,191
2288,45551,log1,810,809,191,0,0,0
2289,43097,log0,0,0,0,1432,1349,191
2290,45581,log1,811,810,192,0,0,0
2291,43127,log0,0,0,0,1433,1350,191
2292,45611,log1,812,811,192,0,0,0
2293,43157,log0,0,0,0,1434,1351,191
2294,45641,log1,812,811,192,0,0,0
2295,43187,log0,0,0,0,1435,1352,192
2296,45671,log1,813,812,192,0,0,0
2297,43217,log0,0,0,0,1436,1353,192
2298,45701,log1,813,812,192,0,0,0
2299,43247,log0,0,0,0,1437,1354,192
2300,45731,log1,814,813,192,0,0,0
2301,43277,log0,0,0,0,1438,1355,192
2302,45761,log1,815,814,193,0,0,0
2303,43307,log0,0,0,0,1439,1356,192
2304,45791,log1,815,814,193,0,0,0
2305,43337,log0,0,0,0,1440,1357,192
2306,45821,log1,816,815,193,0,0,0
2307,43367,log0,0,0,0,1441,1358,192
2308,45851,log1,816,815,193,0,0,0
2309,43397,log0,0,0,0,1442,1359,193
2310,45881,log1,817,816,193,0,0,0
2311,43427,log0,0,0,0,1443,1360,193
2312,45911,log1,818,817,193,0,0,0
2313,43457,log0,0,0,0,1444,1361,193
2314,45941,log1,818,817,193,0,0,0
2315,43487,log0,0,0,0,1445,1362,193
2316,45971,log1,819,818,194,0,0,0
2317,43517,log0,0,0,0,1446,1363,193
2318,43547,log0,0,0,0,1447,1364,193
2319,46001,log1,819,818,194,0,0,0
2320,46031,log1,820,819,194,0,0,0
2321,43577,log0,0,0,0,1448,1365,193
2322,46061,log1,821,820,194,0,0,0
2323,43607,log0,0,0,0,1449,1366,194
2324,46091,log1,821,820,194,0,0,0
2325,43637,log0,0,0,0,1450,1367,194
2326,46121,log1,822,821,194,0,0,0
2327,43667,log0,0,0,0,1451,1368,194
2328,46151,log1,822,821,194,0,0,0
2329,43697,log0,0,0,0,1452,1369,194
2330,46181,log1,823,822,195,0,0,0
2331,43727,log0,0,0,0,1453,1370,194
2332,46211,log1,824,823,195,0,0,0
2333,43757,log0,0,0,0,1454,1371,194
2334,46241,log1,824,823,195,0,0,0
2335,43787,log0,0,0,0,1455,1372,194
2336,46271,log1,825,824,195,0,0,0
2337,43817,log0,0,0,0,1456,1373,195
2338,46301,log1,825,824,195,0,0,0
2339,43847,log0,0,0,0,1457,1374,195
2340,46331,log1,826,825,195,0,0,0
2341,43877,log0,0,0,0,1458,1375,195
2342,46361,log1,827,826,196,0,0,0
2343,43907,log0,0,0,0,1459,1376,195
2344,46391,log1,827,826,196,0,0,0
2345,43937,log0,0,0,0,1460,1377,195
2346,46421,log1,828,827,196,0,0,0
2347,43967,log0,0,0,0,1461,1378,195
2348,46451,log1,828,827,196,0,0,0
2349,43997,log0,0,0,0,1462,1379,195
2350,46481,log1,829,828,196,0,0,0
2351,44027,log0,0,0,0,1463,1380,196
2352,46511,log1,830,829,196,0,0,0
2353,44057,log0,0,0,0,1464,1381,196
2354,46541,log1,830,829,196,0,0,0
2355,44087,log0,0,0,0,1465,1382,196
2356,46571,log1,831,830,197,0,0,0
2357,44117,log0,0,0,0,1466,1383,196
2358,46601,log1,831,830,197,0,0,0
2359,44147,log0,0,0,0,1467,1384,196
2360,46631,log1,832,831,197,0,0,0
2361,44177,log0,0,0,0,1468,1385,196
2362,46661,log1,833,832,197,0,0,0
2363,44207,log0,0,0,0,1469,1386,196
2364,46691,log1,833,832,197,0,0,0
2365,44237,log0,0,0,0,1470,1387,197
2366,46721,log1,834,833,197,0,0,0
2367,44267,log0,0,0,0,1471,1388,197
2368,46751,log1,834,833,197,0,0,0
2369,44297,log0,0,0,0,1472,1389,197
2370,46781,log1,835,834,198,0,0,0
2371,44327,log0,0,0,0,1473,1390,197
2372,46811,log1,836,835,198,0,0,0
2373,44357,log0,0,0,0,1474,1391,197
2374,46841,log1,836,835,198,0,0,0
2375,44387,log0,0,0,0,1475,1392,197
2376,46871,log1,837,836,198,0,0,0
2377,44417,log0,0,0,0,1476,1393,197
2378,46901,log1,837,836,198,0,0,0
2379,44447,log0,0,0,0,1477,1394,198
2380,46931,log1,838,837,198,0,0,0
2381,44477,log0,0,0,0,1478,1395,198
2382,46961,log1,839,838,199,0,0,0
2383,44507,log0,0,0,0,1479,1396,198
2384,46991,log1,839,838,199,0,0,0
2385,44537,log0,0,0,0,1480,1397,198
2386,47021,log1,840,839,199,0,0,0
2387,44567,log0,0,0,0,1481,1398,198
2388,47051,log1,840,839,199,0,0,0
2389,44597,log0,0,0,0,1482,1399,198
2390,47081,log1,841,840,199,0,0,0
2391,44627,log0,0,0,0,1483,1400,198
2392,47111,log1,842,841,199,0,0,0
2393,44657,log0,0,0,0,1484,1401,199
2394,47141,log1,842,841,199,0,0,0
2395,44687,log0,0,0,0,1485,1402,199
2396,47171,log1,843,842,200,0,0,0
2397,44717,log0,0,0,0,1486,1403,199
2398,47201,log1,843,842,200,0,0,0
2399,44747,log0,0,0,0,1487,1404,199
2400,47231,log1,844,843,200,0,0,0
2401,44777,log0,0,0,0,1488,1405,199
2402,47261,log1,845,844,200,0,0,0
2403,44807,log0,0,0,0,1489,1406,199
2404,47291,log1,845,844,200,0,0,0
2405,44837,log0,0,0,0,1490,1407,199
2406,47321,log1,846,845,200,0,0,0
2407,44867,log0,0,0,0,1491,1408,200
2408,47351,log1,846,845,200,0,0,0
2409,44897,log0,0,0,0,1492,1409,200
2410,47381,log1,847,846,201,0,0,0
2411,44927,log0,0,0,0,1493,1410,200
2412,47411,log1,848,847,201,0,0,0
2413,44957,log0,0,0,0,1494,1411,200
2414,47441,log1,848,847,201,0,0,0
2415,44987,log0,0,0,0,1495,1412,200
2416,47471,log1,849,848,201,0,0,0
2417,45017,log0,0,0,0,1496,1413,200
2418,47501,log1,849,848,201,0,0,0
2419,45047,log0,0,0,0,1497,1414,200
2420,47531,log1,850,849,201,0,0,0
2421,45077,log0,0,0,0,1498,1415,201
2422,47561,log1,851,850,202,0,0,0
2423,45107,log0,0,0,0,1499,1416,201
2424,47591,log1,851,850,202,0,0,0
2425,45137,log0,0,0,0,1500,1417,201
2426,47621,log1,852,851,202,0,0,0
2427,45167,log0,0,0,0,1501,1418,201
2428,47651,log1,852,851,202,0,0,0
2429,45197,log0,0,0,0,1502,1419,201
2430,47681,log1,853,852,202,0,0,0
2431,45227,log0,0,0,0,1503,1420,201
2432,47711,log1,854,853,202,0,0,0
2433,45257,log0,0,0,0,1504,1421,201
2434,47741,log1,854,853,202,0,0,0
2435,45287,log0,0,0,0,1505,1422,202
2436,47771,log1,855,854,203,0,0,0
2437,45317,log0,0,0,0,1506,1423,202
2438,47801,log1,855,854,203,0,0,0
2439,45347,log0,0,0,0,1507,1424,202
2440,47831,log1,856,855,203,0,0,0
