,timestamp,logNumber,Statistic.recvSeq13,Statistic.recvNum13,Statistic.compute1num13,Statistic.compute2num13
1555,108085,log0,1843,1658,1533,95
1556,108145,log0,1844,1659,1534,95
1557,108205,log0,1845,1660,1535,95
1558,108265,log0,1846,1661,1536,95
1559,108325,log0,1847,1662,1537,95
1560,108385,log0,1848,1663,1538,95
1561,108445,log0,1849,1664,1539,95
1562,108505,log0,1850,1665,1540,95
1563,108565,log0,1851,1666,1541,95
1564,108625,log0,1852,1667,1542,95
1565,108685,log0,1853,1668,1543,95
1566,108745,log0,1854,1669,1544,95
1567,108805,log0,1855,1670,1545,95
1568,108865,log0,1856,1671,1546,95
1569,108925,log0,1857,1672,1547,95
1570,108985,log0,1858,1673,1548,95
1571,109045,log0,1859,1674,1549,95
1572,109105,log0,1860,1675,1550,95
1573,109165,log0,1861,1676,1551,95
1574,109225,log0,1862,1677,1552,95
1575,109285,log0,1863,1678,1553,95
1576,109345,log0,1864,1679,1554,95
1577,109405,log0,1865,1680,1555,95
1578,109465,log0,1866,1681,1556,95
1579,109525,log0,1867,1682,1557,95
1580,109585,log0,1868,1683,1558,95
1581,109645,log0,1869,1684,1559,95
1582,109705,log0,1870,1685,1560,95
1583,109765,log0,1871,1686,1561,95
1584,109825,log0,1872,1687,1562,95
1585,109885,log0,1873,1688,1563,95
1586,109945,log0,1874,1689,1564,95
1587,110005,log0,1875,1690,1565,95
1588,110065,log0,1876,1691,1566,95
1589,110125,log0,1877,1692,1567,95
1590,110185,log0,1878,1693,1568,95
1591,110245,log0,1879,1694,1569,95
1592,110305,log0,1880,1695,1570,95
1593,110365,log0,1881,1696,1571,95
1594,110425,log0,1882,1697,1572,95
1595,110485,log0,1883,1698,1573,95
1596,110545,log0,1884,1699,1574,95
1597,110605,log0,1885,1700,1575,95
1598,110665,log0,1886,1701,1576,95
1599,110725,log0,1887,1702,1577,95
1600,110785,log0,1888,1703,1578,95
1601,110845,log0,1889,1704,1579,95
1602,110905,log0,1890,1705,1580,95
1603,110965,log0,1891,1706,1581,95
1604,111025,log0,1892,1707,1582,95
1605,111085,log0,1893,1708,1583,95
1606,111145,log0,1894,1709,1584,95
1607,111205,log0,1895,1710,1585,95
1608,111265,log0,1896,1711,1586,95
1609,111325,log0,1897,1712,1587,95
1610,111385,log0,1898,1713,1588,95
1611,111445,log0,1899,1714,1589,95
1612,111505,log0,1900,1715,1590,95
1613,111565,log0,1901,1716,1591,95
1614,111625,log0,1902,1717,1592,95
1615,111685,log0,1903,1718,1593,95
1616,111745,log0,1904,1719,1594,95
1617,111805,log0,1905,1720,1595,95
1618,111865,log0,1906,1721,1596,95
1619,111925,log0,1907,1722,1597,95
1620,111985,log0,1908,1723,1598,95
1621,112045,log0,1909,1724,1599,95
1622,112105,log0,1910,1725,1600,95
1623,112165,log0,1911,1726,1601,95
1624,112225,log0,1912,1727,1602,95
1625,112285,log0,1913,1728,1603,95
1626,112345,log0,1914,1729,1604,95
1627,112405,log0,1915,1730,1605,95
1628,112465,log0,1916,1731,1606,95
1629,112525,log0,1917,1732,1607,95
1630,112585,log0,1918,1733,1608,95
1631,112645,log0,1919,1734,1609,95
1632,112705,log0,1920,1735,1610,95
1633,112765,log0,1921,1736,1611,95
1634,112825,log0,1922,1737,1612,95
1635,112885,log0,1923,1738,1613,95
1636,112945,log0,1924,1739,1614,95
1637,113005,log0,1925,1740,1615,95
1638,113065,log0,1926,1741,1616,95
1639,113125,log0,1927,1742,1617,95
1640,113185,log0,1928,1743,1618,95
1641,113245,log0,1929,1744,1619,95
1642,113305,log0,1930,1745,1620,95
1643,113365,log0,1931,1746,1621,95
1644,113425,log0,1932,1747,1622,95
1645,113485,log0,1933,1748,1623,95
1646,113545,log0,1934,1749,1624,95
1647,113605,log0,1935,1750,1624,96
1648,113665,log0,1936,1751,1625,96
1649,113725,log0,1937,1752,1626,96
1650,113785,log0,1938,1753,1627,96
1651,113845,log0,1939,1754,1628,96
1652,113905,log0,1940,1755,1629,96
1653,113965,log0,1941,1756,1630,96
1654,114026,log0,1942,1757,1631,96
1655,114085,log0,1943,1758,1632,96
1656,114145,log0,1944,1759,1633,96
1657,114205,log0,1945,1760,1634,96
1658,114265,log0,1946,1761,1635,96
1659,114325,log0,1947,1762,1636,96
1660,114385,log0,1948,1763,1637,96
1661,114445,log0,1949,1764,1638,96
1662,114505,log0,1950,1765,1639,96
1663,114565,log0,1951,1766,1640,96
1664,114625,log0,1952,1767,1641,96
1665,114685,log0,1953,1768,1642,96
1666,114745,log0,1954,1769,1643,96
1667,114805,log0,1955,1770,1644,96
