,timestamp,logNumber,Statistic.recvSeq1,Statistic.recvNum1,Statistic.compute1num1,Statistic.compute2num1,Statistic.dist1,Statistic.distReal1,UAV1x,UAV1y,UAV1z,UAV3x,UAV3y,UAV3z,distance_3_to_1,Statistic.recvSeq3,Statistic.recvNum3,Statistic.compute1num3,Statistic.compute2num3,Statistic.dist3,Statistic.distReal3
233,60478,1,449.0,445.0,439.0,1.0,150.0,0.0,0.8331846,-0.691195,0.055188686,-0.40022892,0.70498264,0.5076285,1.9171130830066903,,,,,,
234,60578,1,449.0,445.0,439.0,1.0,150.0,0.0,0.8332205,-0.6913825,0.05563853,-0.45347828,0.7834233,0.50566494,2.008275347598371,,,,,,
235,60678,1,449.0,445.0,439.0,1.0,150.0,0.0,0.83314246,-0.69150835,0.05579584,-0.5024754,0.8535884,0.50487757,2.09114160896627,,,,,,
236,60778,1,449.0,445.0,439.0,1.0,150.0,0.0,0.83308595,-0.69174355,0.056130435,-0.55160147,0.92380077,0.50256723,2.1740856740971495,,,,,,
237,60878,1,449.0,445.0,439.0,1.0,150.0,0.0,0.8331438,-0.69152415,0.055840727,-0.59467435,0.9852171,0.5008992,2.2468205632634435,,,,,,
238,60978,1,449.0,445.0,439.0,1.0,150.0,0.0,0.8333458,-0.6918195,0.056317415,-0.6244394,1.0317836,0.49416345,2.2994899370907635,,,,,,
239,61078,1,449.0,445.0,439.0,1.0,150.0,0.0,0.832751,-0.6911293,0.055171624,-0.63993734,1.0562952,0.48998886,2.3262349944902128,,,,,,
240,61178,1,449.0,445.0,439.0,1.0,150.0,0.0,0.8330045,-0.6913056,0.055493698,-0.64397967,1.0672971,0.48152387,2.335736934666078,,,,,,
241,61278,1,449.0,445.0,439.0,1.0,150.0,0.0,0.8331207,-0.69175476,0.056166768,-0.6417093,1.07061,0.47349492,2.3356404519130036,,,,,,
242,61378,1,449.0,445.0,439.0,1.0,150.0,0.0,0.83309865,-0.69165635,0.056039363,-0.6371301,1.0688701,0.46929473,2.3306234390334626,,,,,,
243,61478,1,449.0,445.0,439.0,1.0,150.0,0.0,0.8332865,-0.6917965,0.056278706,-0.63302946,1.0699542,0.46979484,2.3291293829197013,,,,,,
244,61578,1,449.0,445.0,439.0,1.0,150.0,0.0,0.8333731,-0.69174707,0.05622525,-0.6325826,1.0746177,0.47282866,2.3329443356540347,,,,,,
245,61678,1,449.0,445.0,439.0,1.0,150.0,0.0,0.8331441,-0.69155574,0.05588787,-0.6356931,1.0822468,0.4756507,2.340952605416807,,,,,,
246,61778,1,449.0,445.0,439.0,1.0,-1.0,0.0,0.83312976,-0.6915812,0.05592085,-0.64158547,1.092722,0.4772801,2.352884723261806,,,,,,
247,61878,1,449.0,445.0,439.0,1.0,-1.0,0.0,0.83298403,-0.6912787,0.055439137,-0.6490996,1.1048837,0.4765197,2.3664487659142885,,,,,,
248,61978,1,449.0,445.0,439.0,1.0,-1.0,0.0,0.83290756,-0.6911601,0.055253185,-0.6549886,1.1136898,0.47601107,2.376626883590904,,,,,,
249,62078,1,449.0,445.0,439.0,1.0,-1.0,0.0,0.83321273,-0.6917407,0.05617507,-0.66399086,1.128072,0.47481194,2.3934481275865807,,,,,,
